 0.113749E-05 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.250018E-02 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.500033E-02 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.750045E-02 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.100005E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.125006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.150006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.175005E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.200004E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.225003E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.250001E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.275010E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.300007E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.325004E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.350011E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.375006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.400001E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.425006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.450010E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.475003E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.500005E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.525007E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.550008E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.575009E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.600008E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.625006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.650003E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.675010E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.700005E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.725011E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.750003E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.775006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.800007E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.825008E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.850006E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.875003E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.900010E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.925004E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.950007E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
 0.975009E-01 0.000000E+00 0.000000E+00 0.122940E+01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
